listing_id,Space Word Count,Description Word Count,host_response_rate,host_acceptance_rate,host_is_superhost,is_location_exact,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,reviews_per_month
100002,48,183,N/A,100%,f,t,Private room,2,1,1,1,Real Bed,$67.00 ,328,151,94,10,9,10,10,9,10,t,f,strict_14_with_grace_period,f,f,1.37
100184,108,146,N/A,82%,f,t,Private room,2,,1,2,Real Bed,$50.00 ,88,47,94,10,10,10,10,9,9,f,f,flexible,f,f,0.44
100186,158,158,N/A,63%,t,t,Entire home/apt,3,1,1,2,Real Bed,$130.00 ,166,102,99,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.93
100368,140,135,N/A,50%,f,t,Entire home/apt,2,1,1,1,Real Bed,$279.00 ,281,32,97,10,9,10,10,10,9,f,f,moderate,t,t,0.3
101053,164,156,N/A,78%,f,t,Entire home/apt,6,2,3,3,Real Bed,$100.00 ,0,37,98,10,9,10,10,9,9,f,f,strict_14_with_grace_period,f,f,0.33
102995,168,175,100%,97%,f,t,Entire home/apt,3,1,1,3,Real Bed,$212.00 ,0,45,93,9,9,10,10,10,9,f,f,moderate,f,f,0.41
103161,157,158,N/A,52%,f,t,Entire home/apt,2,1,1,2,Real Bed,$95.00 ,365,133,96,10,10,10,10,10,9,f,f,strict_14_with_grace_period,f,f,1.63
103311,153,166,100%,95%,t,t,Private room,6,1,2,3,Real Bed,$599.00 ,146,9,83,9,10,9,9,7,9,f,f,strict_14_with_grace_period,f,t,0.08
105469,63,188,100%,80%,f,t,Private room,1,1,1,0,Real Bed,$70.00 ,364,15,98,10,9,10,10,10,9,f,f,strict_14_with_grace_period,f,f,0.14
105510,170,170,90%,76%,f,t,Entire home/apt,4,1,1,1,Real Bed,$68.00 ,280,18,86,9,8,9,9,8,8,f,f,strict_14_with_grace_period,t,f,0.17
105790,168,171,N/A,67%,f,t,Private room,2,1,1,0,Real Bed,$59.00 ,0,590,98,9,9,10,10,9,10,f,f,strict_14_with_grace_period,t,t,11.24
106363,175,176,100%,99%,t,t,Private room,1,1.5,1,1,Real Bed,$60.00 ,279,417,97,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,3.78
106647,181,184,N/A,69%,t,t,Entire home/apt,4,1,2,2,Real Bed,$125.00 ,184,97,97,10,9,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.88
107630,163,163,100%,90%,t,t,Entire home/apt,3,1,1,2,Real Bed,$175.00 ,357,269,95,9,9,10,10,10,9,f,f,strict_14_with_grace_period,f,t,2.46
107895,75,148,90%,77%,f,t,Entire home/apt,2,1,0,0,Real Bed,$120.00 ,0,59,92,9,9,9,9,10,9,f,f,strict_14_with_grace_period,f,f,0.6
110739,177,168,80%,74%,f,t,Entire home/apt,2,1,0,2,Real Bed,$120.00 ,359,58,98,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.55
112100,170,170,N/A,0%,f,t,Entire home/apt,6,1,3,4,Real Bed,$165.00 ,1,3,90,10,10,10,10,9,10,f,f,strict_14_with_grace_period,f,f,0.03
112304,186,189,N/A,N/A,f,t,Private room,2,1,1,1,Real Bed,$90.00 ,0,1,100,10,8,10,10,8,10,f,f,flexible,f,f,0.02
112359,180,183,N/A,25%,f,t,Entire home/apt,5,1,1,2,Real Bed,$225.00 ,343,58,93,10,9,10,10,10,9,f,f,strict_14_with_grace_period,f,f,0.53
112435,179,179,100%,97%,t,t,Private room,2,1,1,1,Real Bed,$95.00 ,365,177,92,10,10,10,10,10,10,f,f,strict_14_with_grace_period,t,t,1.62
113092,113,162,N/A,N/A,f,f,Private room,1,1,1,1,Pull-out Sofa,$90.00 ,114,0,,,,,,,,f,f,strict_14_with_grace_period,f,f,
113265,114,114,N/A,94%,f,t,Private room,2,1,1,1,Real Bed,$55.00 ,337,270,95,10,10,10,9,10,10,f,f,strict_14_with_grace_period,f,t,2.47
113945,183,183,N/A,75%,f,t,Private room,1,1,1,1,Real Bed,$95.00 ,88,120,96,10,10,10,10,10,10,f,f,strict_14_with_grace_period,t,t,1.09
114229,179,180,100%,74%,t,t,Entire home/apt,7,1,2,3,Real Bed,$211.00 ,315,74,98,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,t,0.75
115535,167,164,0%,63%,f,t,Private room,1,1,1,1,Real Bed,$65.00 ,306,37,96,10,9,10,10,9,10,f,f,moderate,f,f,0.34
115678,157,157,30%,83%,f,t,Entire home/apt,16,1,2,2,Real Bed,$99.00 ,299,367,91,9,9,9,9,10,9,f,f,flexible,f,f,3.33
115748,150,180,N/A,54%,f,t,Entire home/apt,2,1,1,1,Real Bed,$110.00 ,363,32,91,9,9,10,10,10,9,f,f,moderate,f,f,0.3
116551,126,166,100%,57%,f,t,Entire home/apt,4,1,0,2,Real Bed,$91.00 ,62,170,90,9,9,10,9,9,9,f,f,strict_14_with_grace_period,f,f,1.55
116940,148,148,100%,100%,f,t,Entire home/apt,2,1,1,1,Real Bed,$80.00 ,359,249,92,9,10,10,9,9,9,t,f,strict_14_with_grace_period,f,f,2.26
117425,55,163,100%,58%,f,f,Entire home/apt,2,1,1,1,Real Bed,$100.00 ,259,96,90,9,9,9,9,10,9,f,f,flexible,f,f,0.87
118061,166,160,N/A,100%,t,t,Entire home/apt,2,1,2,2,Real Bed,$102.00 ,268,85,96,10,10,10,10,9,10,f,f,strict_14_with_grace_period,f,f,0.81
118680,28,98,N/A,N/A,f,t,Private room,2,1,1,1,Real Bed,$87.00 ,0,0,,,,,,,,f,f,flexible,f,f,
121687,178,177,N/A,84%,f,t,Entire home/apt,6,1,2,0,Real Bed,$200.00 ,88,55,90,9,8,9,9,10,9,f,f,strict_14_with_grace_period,f,f,0.52
121861,168,168,N/A,84%,t,t,Entire home/apt,4,2,2,2,Real Bed,$165.00 ,139,23,99,10,10,10,10,10,10,f,f,moderate,f,f,0.21
123784,173,164,100%,98%,f,t,Entire home/apt,3,1,0,2,Real Bed,$110.00 ,356,169,94,10,9,10,10,10,9,t,f,strict_14_with_grace_period,t,t,1.54
125053,162,161,100%,100%,t,t,Entire home/apt,3,1,2,2,Real Bed,$395.00 ,125,83,99,10,10,10,10,10,9,f,f,strict_14_with_grace_period,f,f,0.78
125163,135,146,67%,100%,t,t,Private room,2,1,1,1,Real Bed,$60.00 ,308,40,99,10,10,10,10,9,10,t,f,strict_14_with_grace_period,f,f,0.49
125594,170,170,50%,32%,f,t,Private room,2,,1,1,Real Bed,$39.00 ,365,85,91,9,9,10,10,9,9,f,f,strict_14_with_grace_period,f,f,0.86
126443,192,196,80%,99%,f,t,Entire home/apt,9,2,2,4,Real Bed,$189.00 ,270,462,87,9,8,10,9,10,9,t,f,strict_14_with_grace_period,f,t,4.21
126816,146,146,N/A,N/A,f,f,Private room,1,2,1,1,Real Bed,$85.00 ,0,3,73,7,6,9,9,10,9,f,f,strict_14_with_grace_period,f,f,0.03
127387,174,174,N/A,N/A,f,t,Entire home/apt,4,,2,2,Real Bed,$260.00 ,66,3,100,10,10,10,10,9,10,f,f,moderate,t,t,0.03
128975,147,147,100%,100%,f,t,Entire home/apt,5,1,1,2,Real Bed,$140.00 ,357,128,92,9,9,9,9,9,9,f,f,moderate,t,t,1.17
131154,152,175,100%,100%,t,t,Entire home/apt,2,1,1,1,Real Bed,$165.00 ,1,198,98,10,10,10,10,10,10,t,f,moderate,f,f,1.82
132516,57,172,100%,97%,t,t,Entire home/apt,3,1,1,1,Real Bed,$97.00 ,33,31,94,10,10,10,10,9,9,f,f,strict_14_with_grace_period,f,f,0.9
132661,159,167,N/A,100%,t,t,Private room,1,1,1,1,Real Bed,$76.00 ,21,74,97,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,1.09
132695,163,169,N/A,N/A,f,t,Entire home/apt,2,1,2,1,Real Bed,$125.00 ,0,15,100,9,9,10,10,10,10,f,f,strict_14_with_grace_period,t,t,0.14
133025,53,153,90%,100%,t,t,Private room,1,1,1,0,Real Bed,$130.00 ,253,131,97,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,1.2
134934,159,167,N/A,100%,f,t,Entire home/apt,2,1,1,1,Real Bed,$225.00 ,0,27,92,9,9,10,10,10,9,f,f,strict_14_with_grace_period,f,f,0.39
135393,171,173,100%,100%,f,t,Private room,2,1,1,1,Futon,$50.00 ,173,290,95,10,9,10,10,9,9,t,f,moderate,t,t,2.66
135465,173,178,N/A,97%,t,t,Entire home/apt,3,1,1,1,Real Bed,$170.00 ,281,99,96,10,9,10,10,10,9,f,f,moderate,f,f,0.94
135706,44,141,N/A,N/A,f,t,Entire home/apt,1,1,0,1,Real Bed,$132.00 ,0,10,96,10,9,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.09
136493,180,169,N/A,100%,f,t,Entire home/apt,5,2.5,3,3,Real Bed,$250.00 ,201,19,98,10,10,10,10,10,9,f,f,strict_14_with_grace_period,f,f,0.2
137121,170,165,0%,0%,f,t,Entire home/apt,3,1,1,1,Real Bed,$100.00 ,360,104,93,10,9,10,10,10,10,f,f,moderate,f,f,0.95
137671,72,164,N/A,71%,f,t,Entire home/apt,4,1,1,2,Real Bed,$180.00 ,200,29,89,10,9,9,9,10,9,f,f,strict_14_with_grace_period,f,f,0.37
138216,61,173,N/A,50%,f,t,Entire home/apt,3,1,1,2,Real Bed,$141.00 ,0,9,98,10,8,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.18
139624,105,167,59%,50%,f,t,Entire home/apt,2,1,1,1,Real Bed,$64.00 ,96,76,87,9,8,9,9,9,8,f,f,strict_14_with_grace_period,f,f,0.71
140133,156,159,100%,97%,t,t,Entire home/apt,4,1,0,3,Real Bed,$249.00 ,345,171,98,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,1.59
140425,174,177,N/A,N/A,f,t,Private room,4,1,1,1,Real Bed,$79.00 ,0,115,94,9,9,10,10,9,9,f,f,strict_14_with_grace_period,t,t,1.06
140973,178,178,N/A,93%,t,t,Entire home/apt,4,0.5,2,3,Real Bed,$225.00 ,364,78,94,10,10,10,10,9,9,f,f,strict_14_with_grace_period,f,f,0.72
141154,77,153,67%,98%,f,t,Entire home/apt,4,1,0,2,Real Bed,$100.00 ,254,263,94,10,10,10,10,10,10,t,f,strict_14_with_grace_period,f,f,2.45
141335,160,159,N/A,15%,f,t,Entire home/apt,5,2,3,4,Real Bed,$900.00 ,365,35,87,9,9,9,9,10,8,f,f,strict_14_with_grace_period,f,f,0.36
141890,161,163,N/A,N/A,f,t,Entire home/apt,4,1,2,2,Real Bed,$375.00 ,0,18,91,9,8,10,10,10,9,t,f,strict_14_with_grace_period,f,f,0.19
142069,166,174,N/A,N/A,f,t,Entire home/apt,2,1,0,1,Real Bed,$150.00 ,0,22,92,10,7,9,10,9,9,f,f,strict_14_with_grace_period,f,f,0.21
144087,177,178,100%,96%,t,t,Entire home/apt,5,1,2,3,Real Bed,$259.00 ,365,20,97,10,9,10,10,9,9,f,f,strict_14_with_grace_period,t,t,0.18
144148,111,178,N/A,N/A,f,t,Private room,2,1,1,1,Real Bed,$96.00 ,0,34,91,9,8,10,10,10,9,f,f,flexible,f,f,0.49
145064,176,170,N/A,N/A,f,t,Entire home/apt,3,1,1,2,Real Bed,$145.00 ,0,8,94,10,10,10,10,10,10,f,f,moderate,f,f,0.07
145994,17,42,N/A,100%,f,t,Entire home/apt,3,1,2,2,Real Bed,$95.00 ,0,3,93,9,9,9,10,9,9,t,f,strict_14_with_grace_period,f,f,0.08
148201,179,179,N/A,N/A,f,t,Entire home/apt,4,1,1,1,Real Bed,$175.00 ,0,18,98,10,10,10,10,10,10,f,f,flexible,f,f,0.17
148259,78,162,0%,25%,f,t,Entire home/apt,6,1,3,3,Real Bed,$451.00 ,362,78,97,10,9,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.82
148825,161,161,100%,73%,t,t,Entire home/apt,4,1,2,2,Real Bed,$150.00 ,312,216,94,10,9,10,10,10,10,f,f,strict_14_with_grace_period,f,f,2.18
149287,44,144,N/A,N/A,f,t,Entire home/apt,4,1,2,2,Real Bed,$250.00 ,0,0,,,,,,,,f,f,strict_14_with_grace_period,f,f,
149777,54,173,96%,89%,f,t,Entire home/apt,2,1,1,3,Real Bed,$69.00 ,341,241,93,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,2.66
150804,100,124,N/A,73%,t,t,Entire home/apt,4,1,3,3,Real Bed,$250.00 ,70,27,100,10,10,10,10,10,10,f,f,moderate,f,f,0.25
150989,183,178,100%,30%,f,t,Entire home/apt,2,1,1,1,Real Bed,$155.00 ,49,17,99,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.16
151199,110,184,67%,96%,t,t,Entire home/apt,2,1,1,2,Real Bed,$129.00 ,359,456,97,10,10,10,10,10,10,t,f,strict_14_with_grace_period,f,f,4.28
151478,158,154,100%,91%,t,t,Private room,2,1,1,1,Real Bed,$98.00 ,178,8,97,9,9,10,9,10,9,f,f,strict_14_with_grace_period,f,f,0.08
152071,124,140,N/A,N/A,f,t,Entire home/apt,2,1,1,1,Futon,$150.00 ,0,0,,,,,,,,f,f,moderate,f,f,
152259,141,139,100%,100%,f,t,Private room,1,1,1,1,Real Bed,$55.00 ,365,124,94,9,9,9,9,9,9,f,f,flexible,t,t,1.14
152263,172,173,100%,70%,t,t,Entire home/apt,8,1,2,6,Real Bed,$300.00 ,299,229,96,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,2.16
153405,184,184,90%,88%,f,t,Entire home/apt,2,1,1,1,Real Bed,$125.00 ,69,125,98,10,10,10,10,10,9,f,f,strict_14_with_grace_period,f,f,1.17
153780,172,178,100%,78%,t,t,Private room,2,1,1,1,Real Bed,$175.00 ,344,184,98,10,10,10,10,10,10,f,f,moderate,t,t,1.7
154934,177,190,N/A,25%,f,t,Private room,1,,1,1,Real Bed,$75.00 ,320,38,88,9,8,10,10,8,9,f,f,moderate,f,f,0.37
154998,166,169,N/A,N/A,f,t,Entire home/apt,4,1,2,2,Real Bed,$127.00 ,270,2,90,10,9,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.02
155296,178,177,0%,50%,f,t,Entire home/apt,3,1,1,2,Real Bed,$250.00 ,89,40,97,10,10,10,10,10,10,t,f,strict_14_with_grace_period,f,f,0.44
157673,158,159,100%,100%,t,t,Entire home/apt,4,1,1,1,Real Bed,$72.00 ,281,90,90,9,8,9,9,8,9,t,f,strict_14_with_grace_period,f,f,0.84
158061,172,172,N/A,N/A,f,t,Private room,2,1,1,1,Real Bed,$165.00 ,343,27,91,10,10,10,10,8,9,f,f,flexible,t,t,0.25
158176,161,167,100%,96%,t,t,Entire home/apt,2,1,1,1,Real Bed,$75.00 ,26,127,95,10,9,10,10,10,9,f,f,moderate,f,f,1.24
158913,182,172,N/A,N/A,f,t,Entire home/apt,2,1,1,1,Real Bed,$130.00 ,0,4,100,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.04
158955,181,181,80%,99%,f,t,Entire home/apt,6,1,2,2,Real Bed,$139.00 ,234,433,88,9,10,9,10,10,9,f,f,strict_14_with_grace_period,f,f,4.03
159749,179,183,100%,98%,f,t,Private room,3,1,1,2,Real Bed,$88.00 ,329,76,95,10,9,10,10,9,9,f,f,strict_14_with_grace_period,f,f,0.72
159815,171,172,100%,98%,f,t,Private room,2,1,1,1,Real Bed,$80.00 ,356,51,98,10,9,10,10,10,10,f,f,moderate,f,f,0.48
159913,53,147,N/A,59%,f,t,Private room,2,1,1,2,Real Bed,$150.00 ,363,50,97,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,2.23
160994,111,117,N/A,100%,t,t,Entire home/apt,2,1,1,1,Real Bed,$200.00 ,343,114,97,10,10,10,10,10,9,f,f,strict_14_with_grace_period,f,f,1.07
161366,171,172,100%,91%,t,f,Private room,1,1,1,1,Real Bed,$33.00 ,57,43,97,10,10,10,10,9,10,f,f,strict_14_with_grace_period,t,t,0.4
161394,168,177,N/A,N/A,f,t,Private room,1,1,1,1,Real Bed,$90.00 ,0,3,87,9,9,9,10,9,9,f,f,moderate,f,t,0.03
162493,64,160,100%,57%,f,t,Entire home/apt,6,2.5,3,3,Real Bed,$450.00 ,2,38,99,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.66
162508,60,107,N/A,40%,f,t,Entire home/apt,4,1,1,3,Real Bed,$130.00 ,0,31,84,9,9,10,9,8,8,f,f,flexible,f,f,0.33
163809,173,169,100%,88%,t,t,Entire home/apt,5,1,3,3,Futon,$198.00 ,305,54,95,10,9,10,10,10,9,f,f,moderate,f,f,0.5
163814,184,189,80%,99%,f,t,Entire home/apt,5,1,1,4,Real Bed,$99.00 ,349,319,80,9,9,10,10,10,9,f,f,strict_14_with_grace_period,f,t,2.98
164989,158,154,100%,99%,t,t,Private room,2,1,1,1,Real Bed,$140.00 ,90,80,93,9,9,10,10,10,9,f,f,strict_14_with_grace_period,f,f,0.74
165080,162,157,N/A,N/A,f,t,Entire home/apt,10,2.5,4,5,Real Bed,$500.00 ,0,7,100,10,10,10,10,10,9,f,f,strict_14_with_grace_period,f,f,0.07
166006,163,163,N/A,33%,f,t,Entire home/apt,7,1,2,3,Real Bed,$250.00 ,343,189,93,9,9,10,10,9,9,t,f,strict_14_with_grace_period,f,f,1.75
166172,180,182,N/A,88%,f,t,Private room,2,1,1,0,Real Bed,$60.00 ,0,560,99,8,7,9,7,7,7,f,f,moderate,f,f,12.41
166541,48,170,100%,100%,t,t,Private room,1,1,1,1,Real Bed,$75.00 ,365,41,95,10,9,10,10,9,9,t,f,moderate,t,t,0.38
166983,157,157,N/A,N/A,f,t,Entire home/apt,6,2,3,4,Real Bed,$350.00 ,0,6,97,9,10,10,10,9,9,f,f,strict_14_with_grace_period,f,t,0.06
167013,59,114,100%,55%,t,t,Entire home/apt,2,1,1,1,Real Bed,$205.00 ,90,3,100,10,10,10,10,10,10,f,f,moderate,f,f,0.04
167017,109,173,N/A,N/A,f,t,Entire home/apt,4,2,2,4,Real Bed,$219.00 ,0,2,100,10,8,10,10,10,8,t,f,strict_14_with_grace_period,f,f,0.03
168123,179,166,100%,96%,f,t,Entire home/apt,2,1,1,1,Real Bed,$175.00 ,119,109,91,10,9,10,10,9,9,f,f,moderate,t,t,1.02
168810,153,160,N/A,N/A,f,t,Entire home/apt,4,1,1,1,Real Bed,$175.00 ,358,11,92,9,9,9,9,9,9,f,f,strict_14_with_grace_period,t,t,0.11
169063,170,170,100%,83%,t,t,Entire home/apt,2,1,1,1,Real Bed,$180.00 ,87,46,94,9,9,10,10,10,9,f,f,strict_14_with_grace_period,t,t,0.43
169306,173,167,50%,94%,f,t,Private room,2,1,1,1,Real Bed,$37.00 ,285,136,88,9,8,10,9,9,9,f,f,strict_14_with_grace_period,f,t,1.26
169464,184,185,100%,50%,t,t,Entire home/apt,4,1,1,2,Real Bed,$85.00 ,198,98,93,10,9,10,10,9,10,f,f,strict_14_with_grace_period,f,f,0.91
169483,182,179,100%,100%,t,t,Entire home/apt,4,1,1,1,Real Bed,$106.00 ,1,0,,,,,,,,t,f,strict_14_with_grace_period,f,f,
170420,124,124,N/A,N/A,f,t,Entire home/apt,2,1,1,1,Airbed,$79.00 ,0,15,100,10,10,10,10,9,10,f,f,strict_14_with_grace_period,f,f,0.14
170761,167,177,100%,100%,t,t,Private room,2,1.5,1,1,Real Bed,$85.00 ,180,51,97,10,10,10,10,10,10,t,f,strict_14_with_grace_period,f,f,0.69
172499,123,152,N/A,N/A,f,t,Entire home/apt,4,2,3,3,Real Bed,$250.00 ,362,26,95,10,9,10,10,10,9,f,f,moderate,f,t,0.25
173072,50,176,100%,100%,t,f,Shared room,2,1,1,2,Pull-out Sofa,$49.00 ,343,192,97,10,10,10,10,10,10,t,f,moderate,f,f,4.02
173151,46,46,100%,64%,t,t,Private room,2,1,1,1,Real Bed,$91.00 ,88,262,96,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,2.43
173742,171,163,100%,46%,f,t,Entire home/apt,5,2.5,2,2,Real Bed,$400.00 ,177,114,93,10,9,10,10,10,9,f,f,strict_14_with_grace_period,f,f,1.09
174527,158,168,N/A,0%,f,t,Entire home/apt,4,1,2,1,Real Bed,$150.00 ,179,11,100,10,10,10,10,9,10,f,f,flexible,f,f,0.31
174966,159,148,100%,100%,f,t,Entire home/apt,9,2.5,2,3,Real Bed,"$2,000.00 ",0,30,99,10,10,10,10,9,9,f,f,strict_14_with_grace_period,t,t,0.29
176135,176,174,N/A,8%,f,t,Entire home/apt,2,1,1,1,Real Bed,$97.00 ,284,33,94,9,9,9,10,9,9,f,f,moderate,f,f,0.31
176653,141,182,N/A,41%,f,t,Private room,1,1,1,1,Real Bed,$100.00 ,83,54,94,9,9,10,10,10,9,f,f,flexible,f,f,0.5
177495,71,160,N/A,N/A,f,t,Entire home/apt,4,1.5,2,2,Real Bed,$550.00 ,0,18,100,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.58
177540,173,180,100%,N/A,f,t,Private room,1,1,1,1,Real Bed,$147.00 ,356,19,92,9,8,10,10,9,9,f,f,strict_14_with_grace_period,f,f,0.18
177606,93,142,N/A,100%,t,t,Entire home/apt,2,1,1,1,Real Bed,$189.00 ,356,103,95,10,10,10,10,9,9,f,f,moderate,t,t,0.97
179670,168,168,N/A,43%,t,t,Private room,1,1,1,1,Real Bed,$130.00 ,365,113,98,10,10,10,10,10,10,f,f,moderate,t,t,1.06
179741,167,170,100%,74%,t,t,Entire home/apt,6,1,2,3,Real Bed,$75.00 ,138,13,98,10,10,10,10,10,9,f,f,strict_14_with_grace_period,f,t,0.12
180201,68,162,100%,100%,t,t,Entire home/apt,2,1,1,1,Real Bed,$90.00 ,268,27,89,9,9,10,10,10,9,f,f,strict_14_with_grace_period,f,f,0.25
180507,164,161,100%,81%,f,f,Entire home/apt,4,1,1,1,Real Bed,$250.00 ,344,22,97,10,10,10,10,9,10,t,f,strict_14_with_grace_period,f,f,0.21
180717,159,159,100%,100%,f,t,Private room,2,1,1,1,Real Bed,$600.00 ,365,40,99,10,10,10,10,10,10,f,f,strict_14_with_grace_period,t,t,0.37
180792,176,171,100%,81%,f,f,Entire home/apt,5,1,1,1,Real Bed,$200.00 ,343,28,94,10,9,9,10,10,9,t,f,strict_14_with_grace_period,f,f,0.27
181972,149,167,100%,84%,f,t,Entire home/apt,6,2.5,5,6,Real Bed,$100.00 ,76,132,95,10,9,10,10,10,10,f,f,moderate,f,f,1.24
182069,124,176,100%,94%,f,t,Entire home/apt,3,1,0,1,Real Bed,$120.00 ,339,110,95,10,10,10,10,9,9,f,f,strict_14_with_grace_period,f,t,1.04
182095,181,181,100%,52%,t,t,Entire home/apt,4,1,2,2,Real Bed,$199.00 ,90,67,94,9,9,10,10,10,10,f,f,strict_14_with_grace_period,t,f,0.62
182177,95,161,100%,94%,f,t,Entire home/apt,8,1,1,2,Real Bed,$125.00 ,0,303,93,10,9,10,10,9,9,f,f,moderate,t,t,2.84
182649,188,188,N/A,98%,f,t,Private room,2,1,1,2,Real Bed,$70.00 ,87,260,90,9,8,10,9,10,9,f,f,moderate,f,f,2.45
185266,95,160,N/A,67%,t,t,Private room,1,1,1,1,Real Bed,$70.00 ,0,120,99,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,1.91
187566,157,165,100%,99%,f,t,Entire home/apt,2,1,1,1,Real Bed,$99.00 ,359,212,96,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,2
187986,134,167,N/A,N/A,f,t,Entire home/apt,4,1.5,2,2,Real Bed,$250.00 ,0,2,90,8,7,10,10,10,8,f,f,moderate,t,t,0.02
188661,163,165,N/A,N/A,f,t,Entire home/apt,3,1,1,1,Real Bed,$170.00 ,365,67,99,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,t,0.63
188674,139,171,N/A,N/A,f,t,Entire home/apt,2,1,1,1,Real Bed,$165.00 ,0,63,97,9,10,10,10,10,10,t,f,strict_14_with_grace_period,f,f,0.61
188803,167,176,100%,100%,t,t,Private room,2,1.5,1,1,Real Bed,$85.00 ,0,13,100,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.22
189135,178,174,N/A,31%,t,t,Private room,3,1,1,1,Real Bed,$99.00 ,365,101,94,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,1
189181,168,168,N/A,0%,f,t,Private room,2,1,1,2,Real Bed,$255.00 ,0,1,80,10,8,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.01
189732,174,179,100%,100%,t,t,Entire home/apt,8,1.5,3,5,Real Bed,$169.00 ,325,200,96,10,9,10,10,9,10,t,f,moderate,t,t,1.88
189787,164,164,N/A,86%,f,t,Entire home/apt,2,1,1,1,Real Bed,$99.00 ,0,103,93,10,9,10,10,9,9,f,f,strict_14_with_grace_period,t,t,0.96
190267,142,142,100%,43%,f,t,Entire home/apt,2,1,1,1,Real Bed,$169.00 ,351,40,98,10,10,10,10,10,9,f,f,strict_14_with_grace_period,f,f,0.37
190542,185,186,N/A,100%,f,t,Entire home/apt,2,1,1,1,Real Bed,$160.00 ,365,47,99,10,10,10,10,10,10,f,f,moderate,f,f,0.44
190968,128,164,N/A,63%,f,t,Entire home/apt,2,1,1,1,Real Bed,$215.00 ,177,37,95,10,9,10,10,10,10,f,f,strict_14_with_grace_period,t,t,0.35
190974,168,172,100%,72%,f,t,Entire home/apt,3,1,1,2,Real Bed,$130.00 ,357,203,93,10,9,10,10,10,9,f,f,moderate,t,t,2.03
191075,169,172,N/A,71%,f,t,Private room,2,1,1,1,Real Bed,$110.00 ,365,88,98,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.82
193105,175,172,100%,100%,t,t,Private room,1,1,1,1,Real Bed,$139.00 ,180,47,97,10,10,10,10,10,9,f,f,strict_14_with_grace_period,t,t,0.44
193333,168,170,100%,0%,t,t,Private room,2,1,1,1,Real Bed,$55.00 ,180,53,88,9,7,9,9,10,9,f,f,strict_14_with_grace_period,f,f,0.5
193853,167,168,N/A,N/A,f,t,Entire home/apt,2,1,0,1,Real Bed,$149.00 ,0,23,96,10,10,10,10,10,9,f,f,strict_14_with_grace_period,t,t,0.24
195123,164,172,N/A,63%,f,t,Private room,2,1.5,1,1,Real Bed,$50.00 ,365,232,92,9,8,10,10,10,9,f,f,strict_14_with_grace_period,t,t,2.16
195233,190,198,100%,98%,f,t,Private room,3,1,1,1,Real Bed,$43.00 ,52,539,99,9,10,9,9,10,9,f,f,strict_14_with_grace_period,f,f,7.51
195240,196,184,100%,98%,f,t,Private room,3,1,1,1,Real Bed,$42.00 ,94,81,93,9,9,9,9,9,9,f,f,flexible,f,f,0.84
195578,102,174,N/A,64%,f,t,Private room,3,0,2,2,Real Bed,$85.00 ,0,47,94,9,9,9,10,9,9,f,f,moderate,f,f,0.8
195989,162,181,N/A,84%,t,t,Private room,2,1,1,1,Real Bed,$105.00 ,244,232,99,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,2.18
196010,170,170,N/A,N/A,f,t,Entire home/apt,2,1,1,1,Real Bed,$265.00 ,0,15,100,10,10,10,10,10,9,f,f,strict_14_with_grace_period,f,t,0.14
197753,145,166,100%,98%,t,t,Private room,3,1,1,1,Real Bed,$68.00 ,315,320,95,10,9,10,10,9,10,f,f,moderate,f,f,3.68
